item_id	frozen_source	locator	reviewer	coverage	dependencies	disposition	notes
OLD-624	0fa032faedc0fa9a47a87c41a69c0db141b1dea2	PR624	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=0fa032faedc0fa9a47a87c41a69c0db141b1dea2; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-625	b7164582c458b53aeefecf7d4044984c9fa4686a	PR625	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=b7164582c458b53aeefecf7d4044984c9fa4686a; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-626	bd98c59b60c0aeafe1e5c251694d233e4915d3fa	PR626	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=bd98c59b60c0aeafe1e5c251694d233e4915d3fa; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-627	a5f65e25835ffb791003214eb6598c157b47533e	PR627	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=a5f65e25835ffb791003214eb6598c157b47533e; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-628	1c21389c7442f81b6bd99649e08177eebc667abc	PR628	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=1c21389c7442f81b6bd99649e08177eebc667abc; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-629	50ef8bffe18d7d197a15ef479df265c7345399bf	PR629	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=50ef8bffe18d7d197a15ef479df265c7345399bf; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-630	bec6ec52ff94e0439fa6a4615c4641f7714d1d54	PR630	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=bec6ec52ff94e0439fa6a4615c4641f7714d1d54; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-631	fe265f3a09f7511a8be5fba7d83348b8d269b8bf	PR631	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=fe265f3a09f7511a8be5fba7d83348b8d269b8bf; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-632	3b19ccb6b910e20027d3df894c69f5e108b23de3	PR632	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=3b19ccb6b910e20027d3df894c69f5e108b23de3; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-633	60f05fa6daba1674752cfa9a26ebc5cae7d037a4	PR633	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=60f05fa6daba1674752cfa9a26ebc5cae7d037a4; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-634	a4308ebe39d8036ccc33fbd776c3603a8cdda267	PR634	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=a4308ebe39d8036ccc33fbd776c3603a8cdda267; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-635	b8d4772b5cab0655b3edf68864df6d925c76b5ba	PR635	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=b8d4772b5cab0655b3edf68864df6d925c76b5ba; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-636	387f775f95d5e21e01c3fb39d91acc5b67f62b02	PR636	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=387f775f95d5e21e01c3fb39d91acc5b67f62b02; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-637	30eef117a9584ebc1698efa59706f096e43610e3	PR637	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=30eef117a9584ebc1698efa59706f096e43610e3; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-638	73ee57ccc684f4062769a6d1c0456b3ef6318db2	PR638	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=73ee57ccc684f4062769a6d1c0456b3ef6318db2; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-639	e59b21d26c8d953e25f1492e16b86cbe72a01677	PR639	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=e59b21d26c8d953e25f1492e16b86cbe72a01677; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-640	026e599a169c1c695ebd156030fbfca98ef921cb	PR640	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=026e599a169c1c695ebd156030fbfca98ef921cb; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-641	19cd3939a54ccea73b055b3952b5dd7ed638c4fb	PR641	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=19cd3939a54ccea73b055b3952b5dd7ed638c4fb; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-642	07aa0d4838458a1b2d3af9e5bc96616baa6b4767	PR642	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=07aa0d4838458a1b2d3af9e5bc96616baa6b4767; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-643	65f9e6eec1c69c08c95f1dc30645cc27be31ae71	PR643	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=65f9e6eec1c69c08c95f1dc30645cc27be31ae71; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-644	cf6a7f702aab5acad8f2acac7654a72cb73d396b	PR644	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=cf6a7f702aab5acad8f2acac7654a72cb73d396b; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-645	267058b22e7de5b8f97ba2da6c544e991fdb1d91	PR645	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=267058b22e7de5b8f97ba2da6c544e991fdb1d91; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-646	289f774a304266ba396949995e2ccec0ce72a35c	PR646	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=289f774a304266ba396949995e2ccec0ce72a35c; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-647	306d1c66fe4e848efda0bd78b5475aeeed3d5563	PR647	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=306d1c66fe4e848efda0bd78b5475aeeed3d5563; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-648	49be6640ae2714d1f907a6117c4a6d2aaa9f2f11	PR648	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=49be6640ae2714d1f907a6117c4a6d2aaa9f2f11; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-649	433fd3662f7b2e4ba384ce64f196380e88624090	PR649	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=433fd3662f7b2e4ba384ce64f196380e88624090; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-650	3f9e80f09fe1f595927ea7dce6fb49ac68c5c21b	PR650	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=3f9e80f09fe1f595927ea7dce6fb49ac68c5c21b; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-651	2d05ca3937df7021d33f92dd947486f6b2b13382	PR651	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=2d05ca3937df7021d33f92dd947486f6b2b13382; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-652	24ab64551225f2dba9aa53a533eb9b0285c6e363	PR652	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=24ab64551225f2dba9aa53a533eb9b0285c6e363; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-653	e928fd615d753882706bb88c51b717bd8d4a86ba	PR653	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=e928fd615d753882706bb88c51b717bd8d4a86ba; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-654	a21821a7ec568bbdb5e17479e04369cd6452647c	PR654	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=a21821a7ec568bbdb5e17479e04369cd6452647c; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-655	7946f2979a69392e5275be90f023dfb34009d4d9	PR655	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=7946f2979a69392e5275be90f023dfb34009d4d9; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-656	db404ec00cf022f003ee2bbee66e0cf62ac45003	PR656	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=db404ec00cf022f003ee2bbee66e0cf62ac45003; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-657	68089573fc170978c3bb556fd51d4015287b6e75	PR657	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=68089573fc170978c3bb556fd51d4015287b6e75; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-658	3dd7eacdadc76822e25ee630a474580259dd64fb	PR658	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=3dd7eacdadc76822e25ee630a474580259dd64fb; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-659	83c17b32a99ac9e1aa5aec3168535550eb286636	PR659	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=83c17b32a99ac9e1aa5aec3168535550eb286636; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-660	b3830a12e8823ca74d2a2f709581908c8a9e5402	PR660	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=b3830a12e8823ca74d2a2f709581908c8a9e5402; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-661	468e8d58e8d612808aad01c64060852a001d9877	PR661	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=468e8d58e8d612808aad01c64060852a001d9877; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-662	7af71708570b9621c08b6598efacada7abe84bf2	PR662	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=7af71708570b9621c08b6598efacada7abe84bf2; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-663	fa081e81044a81e76f48cb9878a659d749e98427	PR663	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=fa081e81044a81e76f48cb9878a659d749e98427; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-664	14692244bdaef90793a0c2a1a9bfd6e6b4bb1a2e	PR664	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=14692244bdaef90793a0c2a1a9bfd6e6b4bb1a2e; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-665	a771772682a2c09c026348b176618c302c49c223	PR665	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=a771772682a2c09c026348b176618c302c49c223; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-666	7ae9e3e15b8bcb0a5f382db49f31ad385b02e24a	PR666	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=7ae9e3e15b8bcb0a5f382db49f31ad385b02e24a; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-667	7c044d232198265974dd8f4a530b98c6653dba55	PR667	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=7c044d232198265974dd8f4a530b98c6653dba55; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-668	15719b975115ecad1b23264c6a6303899b4c99dc	PR668	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=15719b975115ecad1b23264c6a6303899b4c99dc; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-669	4ae26bc0538f8f7e7dc096fa221c81434cb8584e	PR669	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=4ae26bc0538f8f7e7dc096fa221c81434cb8584e; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-670	f5d37a5f1880749dd33b103d98e2d85bac60ae28	PR670	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=f5d37a5f1880749dd33b103d98e2d85bac60ae28; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-671	2889071e9ebdc412b94cf2cfe74f1fd5142b2857	PR671	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=2889071e9ebdc412b94cf2cfe74f1fd5142b2857; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-672	2a351548eb7960ff8ae99f193c10e278984c5657	PR672	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=2a351548eb7960ff8ae99f193c10e278984c5657; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-673	e932753906968a9e3037b44b95c5a2a711af1c41	PR673	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=e932753906968a9e3037b44b95c5a2a711af1c41; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-674	9962f7f712adc6b4ad72672ecfeace028ba79bdb	PR674	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=9962f7f712adc6b4ad72672ecfeace028ba79bdb; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-675	7b28224ba1b072d4ccd5b93ad37c0a64e7939740	PR675	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=7b28224ba1b072d4ccd5b93ad37c0a64e7939740; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-676	9849df6a52bb4791ebf10cf0dd9f0c929d36bdd9	PR676	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=9849df6a52bb4791ebf10cf0dd9f0c929d36bdd9; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-677	d00c47155ca7440c3c07ff56b361d6aa3533da41	PR677	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=d00c47155ca7440c3c07ff56b361d6aa3533da41; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-678	5d0ab664595b13ae2c00ea980e7b0f89404b5feb	PR678	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=5d0ab664595b13ae2c00ea980e7b0f89404b5feb; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-679	37c811473cad6058e5f057a9fc89b05dc5b0e4cb	PR679	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=37c811473cad6058e5f057a9fc89b05dc5b0e4cb; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-680	64e8e138dde15bfdb02d532041ace945c600c912	PR680	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=64e8e138dde15bfdb02d532041ace945c600c912; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-681	9500d6f4bc2be3fcb53ad46144913caed2ff8c7a	PR681	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=9500d6f4bc2be3fcb53ad46144913caed2ff8c7a; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-682	445e41e692b4413d082a5c9a800d759bda549451	PR682	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=445e41e692b4413d082a5c9a800d759bda549451; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-683	ce7aad78e1d7802d98008838230d52357564e95f	PR683	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=ce7aad78e1d7802d98008838230d52357564e95f; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-684	4669183704a8f51b7d0377200a46f90ed023fe2c	PR684	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=4669183704a8f51b7d0377200a46f90ed023fe2c; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-685	4f69b7656f42dcb5ff250d13adc9f88e8d18f315	PR685	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=4f69b7656f42dcb5ff250d13adc9f88e8d18f315; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-686	a0c3c834c671fe64bfdfee6c8473d2c3702bfeec	PR686	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=a0c3c834c671fe64bfdfee6c8473d2c3702bfeec; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-687	e9c84904fabf16fd93d16e7aa75d0254ec2bcbf7	PR687	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=e9c84904fabf16fd93d16e7aa75d0254ec2bcbf7; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-688	24a2a748b8b36a70382c88843bb7779caac97e07	PR688	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=24a2a748b8b36a70382c88843bb7779caac97e07; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-689	1751b5d63d981f1d39e0679a5997a7e32d2f1649	PR689	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=1751b5d63d981f1d39e0679a5997a7e32d2f1649; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-690	98140e291f1285e886d576291812961db9691c86	PR690	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=98140e291f1285e886d576291812961db9691c86; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-691	1de27a2c29e15e2dd94154f174c57bde3909daf7	PR691	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=1de27a2c29e15e2dd94154f174c57bde3909daf7; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-692	50c4862c801b6388a30363c336d275270025eff4	PR692	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=50c4862c801b6388a30363c336d275270025eff4; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-693	2cc70798b453ce4e5059dcc25d8d3fb7c38e172e	PR693	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=2cc70798b453ce4e5059dcc25d8d3fb7c38e172e; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-694	e6d923c1069f5a481abdf0769ca6d870a8b5ae4b	PR694	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=e6d923c1069f5a481abdf0769ca6d870a8b5ae4b; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-695	5b549abb560e87718f1977d72bf6d3a18165af90	PR695	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=5b549abb560e87718f1977d72bf6d3a18165af90; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-696	f4016db548afceb31b150547cb6cd48b4cddb77d	PR696	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=f4016db548afceb31b150547cb6cd48b4cddb77d; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-697	e878c3717cd8124564e5400b2ec5db035e3a4088	PR697	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=e878c3717cd8124564e5400b2ec5db035e3a4088; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-698	a10d6a40105142de2708632589c458d7534f556a	PR698	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=a10d6a40105142de2708632589c458d7534f556a; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-699	f23dd81748562dfa2a73f86aecfb9fcd3e2b32b9	PR699	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=f23dd81748562dfa2a73f86aecfb9fcd3e2b32b9; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-700	18737409b6fa1c0a20096e5939a60cfc933d251c	PR700	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=18737409b6fa1c0a20096e5939a60cfc933d251c; comparison=MATCH; observation_pass=1; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-701	b8fa864f257cce623b020ff94b09c5afcbcabdee	PR701	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=b8fa864f257cce623b020ff94b09c5afcbcabdee; comparison=MATCH; observation_pass=1; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-702	89f995450977c3590aada0c1447a7e6af7fcd9ac	PR702	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=89f995450977c3590aada0c1447a7e6af7fcd9ac; comparison=MATCH; observation_pass=1; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-703	0a46dba5c74e573945e3612937606f6ca735a1d3	PR703	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=0a46dba5c74e573945e3612937606f6ca735a1d3; comparison=MATCH; observation_pass=1; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-704	66f755df4321a03874e0da3f61b033300173e364	PR704	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=66f755df4321a03874e0da3f61b033300173e364; comparison=MATCH; observation_pass=1; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-705	027ea8bd5c879a190e9e22620c245a81f7b93b73	PR705	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=027ea8bd5c879a190e9e22620c245a81f7b93b73; comparison=MATCH; observation_pass=1; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-706	44828a27c63bfc57dce12d67e980db33f4d55c3a	PR706	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=44828a27c63bfc57dce12d67e980db33f4d55c3a; comparison=MATCH; observation_pass=1; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-707	7bf3308d40ac8ed1ba50e404ff6e9c47526d89e4	PR707	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=7bf3308d40ac8ed1ba50e404ff6e9c47526d89e4; comparison=MATCH; observation_pass=1; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
PR-708	eb1987502ef9043e782ac6ab1e19c47be9daef93	PR708	C	P0	BASE	C0	
PR-709	55fe0b6f23d9163e2b602608da84194ba243d7c4	PR709	C	P0	BASE	C0	
PR-710	e91d6aa25d2e8576e82d26170127941eec430f75	PR710	C	P0	BASE	C0	
PR-711	945a6eec3406cce8f6cd63eba6c69fb60676c41d	PR711	C	P0	BASE	C0	
PR-712	a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	PR712	C	P0	BASE	C0	
PR-713	b6bddacec0e7aeb0ad58c1c2b038c07d66d4467b	PR713	A	P0	BASE	pending integrator reconciliation	
PR-713-DOC	b6bddacec0e7aeb0ad58c1c2b038c07d66d4467b	docs;code;source-locks	C	P0	PR-713	C0	
PR-714	d1a9fea34aa0620a5cb2da41061518638ab8b219	PR714	B	P0	BASE	pending integrator reconciliation	
PR-714-DOC	d1a9fea34aa0620a5cb2da41061518638ab8b219	docs;code;source-locks	C	P0	PR-714	C0	
